title,price,description,Año de fabricación,Kilometraje,Transmisión,Combustible,Cilindrada,Placa,Categoría,Marca,Modelo,Número de puertas,Tracción,Color,Número cilindros,link
Toyota Land Cruiser Prado 2012,22400.0,"vendo Toyota prado año 2012 modelo 2012 motor 2.7 automático gasolinero , todo sus mantenimientos en la misma Toyota Mitsui",2012,,Automática,Gasolina,,Impar,Camionetas Suv,Toyota,LAND CRUISER PRADO,,,,,https://neoauto.com/auto/usado/toyota-land-cruiser-prado-2012-1675563
Subaru New Xv 2019,20000.0,"Subaru XV modelo y fabricación 2019,Motor 1.6, caja secuencial, sistema de ahorro, AWD, 4x4, versión intermedia, full equipo, cámara de retroceso, pantalla táctil, car play, comandos de audio en el volante, bluetooth audio y llamadas mediante comando...Ver más",2019,61500.0,Automática - Secuencial,Gasolina,1600.0,Par,Camionetas Suv,Subaru,NEW XV,5,4WD,Azul,,https://neoauto.com/auto/usado/subaru-new-xv-2019-1669489
Mini John Cooper Works 2020,37000.0,"2020 Mini Hatchback John Cooper Works

• Año Mod: 2020 / Fab: 2020.
• Modelo: Hatchback
• Versión: John Cooper Works 3 puertas.
• Motor: 2.0T - 4 Cilindros (236 HP/320 NM).
• Transmisión: AUTOMÁTICA - SECUENCIAL de 8 velocidades con Paddle Shif...Ver más",2020,11500.0,Automática - Secuencial,Gasolina,2000.0,Par,Hatchback,Mini,JOHN COOPER WORKS,3,Delantera,Gris Oscuro,4,https://neoauto.com/auto/usado/mini-john-cooper-works-2020-1687688
Mazda Cx-9 2020,36000.0,"Modelo: Mazda CX-9

Año :2019 Modelo: 2020- SIGNATURE ( TOPE DE GAMA)
Motorización: 2.5 AT Secuencial ( TURBO)
Tracción: AWD 
Kilometraje: 36000 kilometros( REGISTRADOS EN KODOMOTORS)
Equipamiento:

- Luces Full Led con neblineros y luz diurn...Ver más",2020,37000.0,Automática - Secuencial,Gasolina,2500.0,Par,Camionetas Suv,Mazda,CX-9,4,4x4,Rojo,4,https://neoauto.com/auto/usado/mazda-cx-9-2020-1673269
Chevrolet Traverse 2017,24500.0,"CHEVROLET TRAVERSE, Año Fabricacion 2016 Modelo 2017. Color Plomo, IMPECABLE, MOTOR 3.6 V6. GASOLINA. Automatico y secuencial. Traccion AWD. Frenos de disco en las 4 ruedas, ABS. Sistema de video abordo para la segunda y tercera fila. Sistema de cont...Ver más",2017,56000.0,Automática - Secuencial,Gasolina,3600.0,Impar,Camionetas Suv,Chevrolet,TRAVERSE,5,4WD,Plomo,6,https://neoauto.com/auto/usado/chevrolet-traverse-2017-1687709
Jeep Compass 2019,24900.0," Auto en buen estado, uso personal, poco recorrido en kilometraje (27,200 km). Todos los mantenimientos en el concesionario de la marca (divemotor. Último realizado a los 27,000 km). Lunas polarizadas.",2019,27200.0,Mecánica,Gasolina,,Par,Camionetas Suv,Jeep,COMPASS,,,,,https://neoauto.com/auto/usado/jeep-compass-2019-1687678
Mazda Cx-3 2020,20400.0,"Auto en excelente estado, 6 bolsas de aire ( 2 frontales y 4 laterales), lunas y pestillos eléctricos, encendido con botón, poco recorrido de kilometraje, todos los mantenimientos en el concesionario de la marca, el vehículo es de color Gris Titanio,...Ver más",2020,22500.0,Mecánica,Gasolina,2000.0,Impar,Camionetas Suv,Mazda,CX-3,5,Delantera,Gris Metálico,4,https://neoauto.com/auto/usado/mazda-cx-3-2020-1670682
Audi A3 Sportback 2014,14300.0,"Pongo en venta mi Audi A3 TFSI 1.8 Turbo Año 2014. 
78752 km. Paquete S-Line. Caja Automática Secuencial S-Tronic 7 velocidades. Paddle Shift. Modos de manejo:Normal,Sport y Manual. Pantalla retráctil. Asientos de cuero. Aire acondicionado/Climatiza...Ver más",2014,78500.0,Automática - Secuencial,Gasolina,1800.0,Impar,Hatchback,Audi,A3 SPORTBACK,3,,,,https://neoauto.com/auto/usado/audi-a3-sportback-2014-1687677
Peugeot Partner 2019,11500.0,"Camioneta en excelente estado, lunas y pestillos eléctricos, poco recorrido de Km. Todo los mantenimientos en concesionario de marca.",2019,13000.0,Mecánica,Gasolina,1600.0,Impar,Vans,Peugeot,PARTNER,3,4x2,Blanco,4,https://neoauto.com/auto/usado/peugeot-partner-2019-1676056
Hyundai Creta 2017,17000.0,"Hyundai Creta 2017 en excelente estado, único dueño. Combustible: Gasolina Transmisión: Automática Motor:1.6cc Versión :GLS Kilometraje: 34,000 km Tracción: 4x2 Color: Rojo Equipamiento: Cámara de retroceso, Pantalla táctil, Asientos Rebatibles, Cont...Ver más",2017,40000.0,Automática,Gasolina,1600.0,Par,Camionetas Suv,Hyundai,CRETA,5,4x2,Rojo,4,https://neoauto.com/auto/usado/hyundai-creta-2017-1633833
Bmw X6 35i 2014,35000.0,"Encendido con botón Start/Stop. Timón multifunción con ajuste de altura. Auto bloqueo de puertas con velocidad. Amplificador de Sonido, parlantes especiales. Sistema iDrive. Conexión USB y Bluetooth. Sistema de Navegación. Control de pendientes. Auto...Ver más",2014,54000.0,Automática - Secuencial,Gasolina,3000.0,Impar,Camionetas Suv,Bmw,X6 35i,5,4x4,Plata,6,https://neoauto.com/auto/usado/bmw-x6-35i-2014-1673074
Lexus Is 250 F Sport 2015,26000.0,"Lexus IS 250 F SPORT 2015, comprado en 2016, blanco metálico, interior de cuero negro, sunroof, asientos de butaca ventilados eléctricos con memoria, tablero digital, espejos laterales eléctricos abatibles, timón regulable eléctrico, paquete deportiv...Ver más",2015,21000.0,Automática - Secuencial,Gasolina,2500.0,Par,Sedan,Lexus,IS 250 F SPORT,4,Posterior,Blanco,6,https://neoauto.com/auto/usado/lexus-is-250-f-sport-2015-1685505
Kia Sportage 2017,19950.0,"Camioneta Kia Sportage modelo 2017 2.0 AT LX 4x2 FULL 6AB con solo 36200 kms de recorrido, perfecto estado mecánico, como nueva. Uso particular, aros N° 18 de aleación, llaves originales, sensores de estacionamiento, cámara de retroceso, cuenta con 6...Ver más",2017,36250.0,Automática - Secuencial,Gasolina,2000.0,Par,Camionetas Suv,Kia,SPORTAGE,5,4x2,Blanco claro,4,https://neoauto.com/auto/usado/kia-sportage-2017-1687582
Mazda All New Mazda 3 2020,22400.0,"Auto en excelente estado de conservación, único dueño, con tan solo 20,100 km. Mantenimientos registrados en Derco. Aún con garantía vigente. Es la versión High 2.5 con i-stop. Sunroof, asientos de cuero. Sistema de sonido Bose con pantalla de 9 pulg...Ver más",2020,20100.0,Mecánica,Gasolina,2500.0,Par,Sedan,Mazda,ALL NEW MAZDA 3,,4x2,Plomo,4,https://neoauto.com/auto/usado/mazda-all-new-mazda-3-2020-1687463
Hyundai Tucson 2017,19499.0,"HYUNDAI TUCSON MODELO 2017
Camioneta en excelente estado, uso gerencial & particular, Cámara de retroceso, Espejos abatibles (eléctricos) - Aire acondicionado - Sensores posteriores de proximidad -, - Lunas y pestillos eléctricos - Cierre centraliza...Ver más",2017,,Automática - Secuencial,Gasolina,,Impar,Camionetas Suv,Hyundai,TUCSON,,4x2,,,https://neoauto.com/auto/usado/hyundai-tucson-2017-1687444
Mitsubishi L200 2015,14500.0,"Marca Mitsubishi Modelo L200 Precio 14,500 dólares Negociable año 2015 kilometraje [****], combustible diese. Documentos al día listo para Transferencia.",2015,246574.0,Mecánica,Diesel,2477.0,Impar,Pick Up,Mitsubishi,L200,4,4x4,Blanco,4,https://neoauto.com/auto/usado/mitsubishi-l200-2015-1687440
Renault Oroch 2017,12500.0,"Marca Renault Modelo Orouch Precio 12,500 dólares Negociable año 2017 kilometraje [****], combustible dual (gasolina - gas) documentos al día listo para Transferencia.",2017,191714.0,Mecánica,Dual,1998.0,Par,Pick Up,Renault,OROCH,4,4x2,Verde,4,https://neoauto.com/auto/usado/renault-oroch-2017-1687438
Nissan Qashqai 2022,23499.0,"NISSAN QASHQAI MODELO 2022 Fabricación 2021, versión ADVANCE tracción 4x2
Camioneta en excelente estado, uso gerencial & particular, Cámara de retroceso, Espejos abatibles (eléctricos) - Aire acondicionado - Sensores delanteros y posteriores de prox...Ver más",2022,,Automática - Secuencial,Gasolina,,Par,Camionetas Suv,Nissan,QASHQAI,,4x2,,,https://neoauto.com/auto/usado/nissan-qashqai-2022-1687431
Kia Sorento 2016,23500.0,"Camioneta Kia Sorento full, asientos de cuero, sun roof panorámico, 3 filas, aros de aleación originales 19 pulgadas, 5 puertas, super espaciosa, excelente estado, uso particular. Todos los mantenimientos realizados en Lima Autos, totalmente verifica...Ver más",2016,55000.0,Automática,Gasolina,2400.0,Impar,Camionetas Suv,Kia,SORENTO,5,4x2,Gris Metálico,4,https://neoauto.com/auto/usado/kia-sorento-2016-1687400
Nissan Kicks 2022,17900.0,Marca: NISSAN · Modelo: KICKS · Año Modelo : 2022 · Versión: 1.6 SENSE MT · Kilómetraje: 17 mil KM · Transmisión: MECÁNICO · Combustible: GASOLINA Cilindrada(cc): 1600 · Timon: Original · N°puertas: 5 · Tracción: 4X2 · Color: AZUL ELÉCTRICO · N°Cilin...Ver más,2022,17000.0,Mecánica,Gasolina,1600.0,Impar,Camionetas Suv,Nissan,KICKS,5,4x2,Azul,4,https://neoauto.com/auto/usado/nissan-kicks-2022-1687291
Honda Ridgeline 2011,17000.0,"Honda Ridgeline 4x4 año 2011:
•	Whatsapp: Nueve, siete, nueve, cuatro, cinco, ocho, uno, dos, cinco
•	Uso personal, trato directo
•	V6 3.5L
•	Automático
•	Nacional
•	A/C con climatizador
•	Acientos de cuero
•	Kilometraje 190 mil (REALES)
•	S...Ver más",2011,190000.0,Automática,Gasolina,3500.0,Par,Pick Up,Honda,RIDGELINE,4,4x4,Negro,6,https://neoauto.com/auto/usado/honda-ridgeline-2011-1687276
Subaru All New Forester 2019,28500.0,"OCASIÓN: SUBARU FORESTER Versión: AWD CVT SI DRIVE LIMITED SPORT 2.0

Fabricación y Modelo 2019. SUV Impecable, como nuevo. Motor BOXER a gasolina de 2.0, potencia de 160 HP y 200 Nm de torque. 

Recorrido: 52 mil kilómetros. 
Transmisión CVT - Tracc...Ver más",2019,52000.0,Automática,Gasolina,2000.0,Impar,Camionetas Suv,Subaru,ALL NEW FORESTER,5,AWD,Azul,4,https://neoauto.com/auto/usado/subaru-all-new-forester-2019-1687246
Subaru Forester Turbo 2018,26500.0,"Subaru Forester XT, full equipo. Moonroof. Con patines para el motor, caja y diferencial trasero. Se incluyen los aros y llantas originales; aro 18 con llantas bridgestone dueler 225/55 -18. Llantas y aros actuales; aros Subaru STI de 17 pulgadas con...Ver más",2018,82500.0,Automática - Secuencial,Gasolina,2000.0,Impar,Camionetas Suv,Subaru,FORESTER TURBO,5,AWD,Blanco nieve,4,https://neoauto.com/auto/usado/subaru-forester-turbo-2018-1687196
Jaguar Xe 2019,34000.0,"Vendo auto Jaguar modelo XE, color plata, motor 2.0cc, año de fabricación 2018, Aro 17"", automático secuencial de 08 velocidades, paddle Shift, cámara de retroceso con sensores de parqueo, sensores de proximidad delanteros y posteriores, full equipo,...Ver más",2019,11800.0,Automática - Secuencial,Gasolina,2000.0,Impar,Sedan,Jaguar,XE,5,Posterior,Plata,4,https://neoauto.com/auto/usado/jaguar-xe-2019-1687143
Bmw 520-i 2014,20500.0,"Facturable y negociable $20,500 dolares.
Servicios en BMW.
Se acepta auto parte pago.
70,300 Kilometros. Nuevo dentro y fuera.
Año 2014.
Version facelift del 2014 al 2017.
Llantas nuevas.
Pintura brillando con tratamiento ceramico.
Version fu...Ver más",2014,70300.0,Automática - Secuencial,Gasolina,2000.0,Par,Sedan,Bmw,520-i,,Posterior,Gris Metálico,4,https://neoauto.com/auto/usado/bmw-520-i-2014-1687128
Bmw 740i 2017,59900.0,"Auto en excelente estado. Suspensión de aire, iluminación ambiental varios colores, sensores de distancia, freno automático al detectar peatones, cámara de visión nocturna, cámaras en los 4 lados, sistema sonido Harman Kardon, estacionamiento automat...Ver más",2017,51500.0,Automática - Secuencial,Gasolina,2998.0,Impar,Sedan,Bmw,740i,4,Posterior,Negro,6,https://neoauto.com/auto/usado/bmw-740i-2017-1687119
Toyota Land Cruiser Prado 2022,69900.0,"Toyota land Cruiser prado 2022
4,000 cc
4*4
Mecánica 
Full equipo 
Full cuero
3 Filas
Mantenimiento Concesionario",2022,28000.0,Mecánica,Gasolina,4000.0,Impar,Camionetas Suv,Toyota,LAND CRUISER PRADO,5,4x4,Negro,6,https://neoauto.com/auto/usado/toyota-land-cruiser-prado-2022-1687013
Volvo Xc-60 2019,40000.0,"Auto en excelente estado, único dueño, full equipo, lunas y pestillos eléctricos, aire acondicionado, sunroof, tiene integrado Google Maps, Google Assistant, se vende por viaje",2019,29589.0,Automática,Gasolina,1969.0,Impar,Camionetas Suv,Volvo,XC-60,5,4x4,Gris Oscuro,4,https://neoauto.com/auto/usado/volvo-xc-60-2019-1687000
Chevrolet Captiva 2013,13400.0,CHEVROLET CAPTIVA 4×4/ Versión 2.4 LT AT AWD FULL/ AÑO de fabricación 2013/ Color Plata/ Vehículo SUV/ dual GLP /Motor ECOTEC de 2.4L de 4 cilindros con una potencia de 1 67 HP / Transmisión SECUENCIAL Y Sistema DUAL GLP de 5ta. Generación Toroidal T...Ver más,2013,76864.0,Automática - Secuencial,Dual,2400.0,Impar,Camionetas Suv,Chevrolet,CAPTIVA,5,4x4,Plata,4,https://neoauto.com/auto/usado/chevrolet-captiva-2013-1686895
Audi S6 2017,53500.0,"Espectacular Audi S6 4.0 TwinTurbo de 450hp, puro pulmón. Es un lujoso sedan y deportivo. Versión full, todo eléctrico. Interior en cuero y fibra de carbono. Aro 19”. Asientos abutacados en Napa Fina. Cámara de retroceso 360 grados. Cámara de visión Ver más",2017,39000.0,Automática - Secuencial,Gasolina,4000.0,Impar,Sedan,Audi,S6,4,Quattro,Negro,8,https://neoauto.com/auto/usado/audi-s6-2017-1673874
Mercedes Benz Cla 200 Coupe 2014,19300.0,"Mercedes benz Cla 200 AMG DE LUJO color Blanco original ,aros mercedes originales , equipo de sonido + súper bass , asientos de cuero modelo deportivo , nav en timon, star stop, asistente de vos mercedes, súper rápido y versátil un carro bastante ele...Ver más",2014,54000.0,Automática - Secuencial,Gasolina,,Impar,Deportivo,Mercedes Benz,CLA 200 COUPE,4,4x2,Blanco,4,https://neoauto.com/auto/usado/mercedes-benz-cla-200-coupe-2014-1686857
Subaru Forester 2020,32500.0,"Se vende por renovación Subaru Forester año: 2020 MODELO LIMITED-SPORT motor 2.5 de 04 cilindros, esta versión cuenta con: sonido Premium (harman kardon, incluye bajo) , maletera eléctrica, aro 18, recall de posición de asientos, faros y neblineros l...Ver más",2020,37600.0,Automática - Secuencial,Gasolina,2500.0,Impar,Camionetas Suv,Subaru,FORESTER,5,4x4,Gris Metálico,4,https://neoauto.com/auto/usado/subaru-forester-2020-1686826
Mazda Cx-5 2017,18000.0,"Camioneta Mazda CX 5, Único dueño,lunas y pestillos eléctricos, Impecable, Vendo por viaje.",2017,102000.0,Automática - Secuencial,Gasolina,2000.0,Par,Camionetas Suv,Mazda,CX-5,5,4x2,Marrón Perlado,4,https://neoauto.com/auto/usado/mazda-cx-5-2017-1668537
Suzuki Vitara 2017,18000.0,"Camioneta en excelente estado de conservación, único dueño, lunas y pestillos eléctricos, tres modos de manejo, poco kilometraje, mantenimientos al día, papeles en regla, ocasión de VENTA POR VIAJE.",2017,42300.0,Automática - Secuencial,Gasolina,1600.0,Par,Camionetas Suv,Suzuki,VITARA,5,4x4,Blanco,4,https://neoauto.com/auto/usado/suzuki-vitara-2017-1686747
Honda Pilot 2017,26000.0,"Honda Pilot, comprado 2018, único dueño, super cuidado, mantenimiento con mecánico particular, uso en ciudad, ubicado en Arequipa, automático, 68,000 kilómetros, tapiz tela, color negro crystal, super elegante,precio 26,000 dólares, trato directo. ",2017,68000.0,Automática,Gasolina,3471.0,Impar,Camionetas Suv,Honda,PILOT,5,4x2,Negro,6,https://neoauto.com/auto/usado/honda-pilot-2017-1686716
Bmw 740li 2010,28990.0,"Vendo por renovación BMW 740li Premium Package con todo el equipamiento tope de línea en impecable estado exterior, interior y de funcionamiento. Kilometraje real. Manuales completos. 2 llaves. Servicios registrados en BMW Inchcape.",2010,69800.0,Automática - Secuencial,Gasolina,2996.0,Impar,Sedan,Bmw,740LI,4,Posterior,Gris Metálico,6,https://neoauto.com/auto/usado/bmw-740li-2010-1647758
Mazda Cx-5 2020,28900.0,"Mazda CX5 / Fabricación 2019 / Modelo 2020 / Automática - Secuencial Full / 31,000 Kilómetros / Motor 2.0 / Impecable estado",2020,31000.0,Automática - Secuencial,Gasolina,2000.0,Par,Camionetas Suv,Mazda,CX-5,4,4x2,Azul,4,https://neoauto.com/auto/usado/mazda-cx-5-2020-1686707
Ford Ecosport 2017,13200.0,Camioneta de uso personal y mantenimientos en la concesionaria...,2017,80000.0,Mecánica,Gasolina,1596.0,Impar,Camionetas Suv,Ford,ECOSPORT,5,Delantera,Plata,4,https://neoauto.com/auto/usado/ford-ecosport-2017-1686700
,,,,,,,,,,,,,,,,https://neoauto.com/auto/usado/nissan-sentra-2017-1686607
Jac T8 2022,18900.0,"LINDA CAMIONETA PICK UP JAC T8 CONFORT 4X4 TURBO DIÉSEL, FULL EQUIPO, COMO NUEVA!

CON MOTOR 2.0 CC
TRASMISIÓN MECÁNICA CON 6 CAMBIOS DE VELOCIDADES Y 1 DE REVERSA CON 4X4 DOBLE TRACCIÓN
RECORRIDO 10 MIL KM CON SUS 2 MANTENIMIENTO EN CASA DERCO D...Ver más",2022,10000.0,Mecánica,Diesel,2000.0,Impar,Pick Up,Jac,T8,5,4x4,Negro,4,https://neoauto.com/auto/usado/jac-t8-2022-1686681
Mazda 3 2017,16000.0,"Auto casi nuevo, unico dueño, full, con parlantes Bose, asientos de cuero, espejo retrovisor con sensor, lunas y espejos electricos, A/C, control de velocidad crucero, cambios deportivos bajo el timon,todo en perfectas condiciones.",2017,48000.0,Automática - Secuencial,Gasolina,2000.0,Par,Sedan,Mazda,3,4,Delantera,Gris Oscuro,4,https://neoauto.com/auto/usado/mazda-3-2017-1686674
Mercedes Benz Slc-380 1981,29500.0,"Precioso Mercedes Deportivo de colección en excelente estado mecánico, muy bien cuidado. ",1981,121000.0,Automática,Gasolina,3800.0,Impar,Deportivo,Mercedes Benz,SLC-380,2,Posterior,Azul,8,https://neoauto.com/auto/usado/mercedes-benz-slc-380-1981-1686636
Bmw X5 30d 2016,36500.0,"Camioneta impecable, unico dueño, mantenimientos y extras comprados en el concesionario.",2016,65500.0,Automática - Secuencial,Diesel,3000.0,Par,Camionetas Suv,Bmw,X5 30d,5,4x4,Gris huracan,6,https://neoauto.com/auto/usado/bmw-x5-30d-2016-1686555
Jeep Renegade 2016,19500.0,"⭐Excelente estado MODELO TRAILHAWK
⭐Encendido REMOTO / Calefactor de asiento y timon / Sensor de presion de neumaticos
⭐Versión: 4X4
⭐Carrocería: SUV
⭐Color: Azul
⭐Gasolina
⭐Motor: 2400
⭐88900 KM
⭐Automático secuencial
⭐4 Cilindros
⭐Asiento...Ver más",2016,88900.0,Automática - Secuencial,Gasolina,2400.0,Par,Camionetas Suv,Jeep,RENEGADE,5,4x4,Azul,4,https://neoauto.com/auto/usado/jeep-renegade-2016-1686527
Citroen Berlingo 2019,13500.0,"Único propietario vende camioneta de reparto en excelente estado de conservación, con mantenimientos en concesionario autorizado, gran amplitud de carga y de muy cómodo manejo.",2019,27000.0,Mecánica,Gasolina,1587.0,Par,Vans,Citroen,BERLINGO,4,4x2,Blanco,4,https://neoauto.com/auto/usado/citroen-berlingo-2019-1686377
Nissan Versa 2015,9200.0,"Vendo mi auto Nissan Versa, año de fabricación 2014, motor 1.6cc, mecánico, lunas eléctricas, aire acondicionado radio con pantalla táctil y bluetooth, control de velocidad crucero, documentos vigentes y al día. El precio es negociable",2015,81700.0,Mecánica,Gasolina,1600.0,Par,Sedan,Nissan,VERSA,5,4x2,Plateado,4,https://neoauto.com/auto/usado/nissan-versa-2015-1658015
Volkswagen Jetta 2021,21900.0,"Se vende auto Volkswagen Jetta, mecánico 6 velocidades y retroceso, motor 1.4cc, año de fabricación 2020, servicios en concesionario, espejos eléctricos, lunas eléctricas, cierre centralizado, control de velocidad crucero, laminas de seguridad, aire Ver más",2021,,Mecánica,Gasolina,1400.0,Par,Sedan,Volkswagen,JETTA,5,Delantera,Azul,4,https://neoauto.com/auto/usado/volkswagen-jetta-2021-1670394
Fiat Siena 2016,7000.0,"Se vende auto FIAT SIENA LE sedan año de fabricación 2015, modelo 2016, motor 1.4, mecanico, aire acondicionado, espejos retrovisores manuales, lunas eléctricas, radio con entrada usb, aux, fm, am, cd, mantenimientos al día, documentos al día. Precio...Ver más",2016,76000.0,Mecánica,Gasolina,1400.0,Impar,Sedan,Fiat,SIENA,5,4x2,Negro,4,https://neoauto.com/auto/usado/fiat-siena-2016-1663084
Mazda 3 2014,10500.0,"VENDO MAZDA 2014
Fabricación: 2013
Cilindrada: 1.6
Combustible: Bi combustible GLP
GLP: 5ta generación
Rodante: 4 x 2
Aros de magnesio 17” Originales 
CAJA AUTOMATICA SECUENCIAL
BLUETOOTH
VELOCIDAD DE CRUCERO 
COMPUTADORA A BORDO 
ASIENTOS...Ver más",2014,142749.0,Automática - Secuencial,Dual,1600.0,Par,Sedan,Mazda,3,4,4x2,Blanco,4,https://neoauto.com/auto/usado/mazda-3-2014-1686305
Honda Cr-v 2018,30900.0,"Honda cr-v, Versión: EXL, Tracción: 4x4,
Motor 1.50cc turbo,
Caja automática secuencial, pádeles shift, 
4 cilindros, plata silver,
Año y modelo [****]00 km,
Asientos de cuero y regulables electrónicamente,
Sensor de parqueo,
Aire acondicionad...Ver más",2018,51600.0,Automática - Secuencial,Gasolina,1500.0,Par,Camionetas Suv,Honda,CR-V,5,4x4,Plateado,4,https://neoauto.com/auto/usado/honda-cr-v-2018-1686241
